restname,address_x
Le Moncey,"14 boulevard des Batignolles, 75017 Paris France"
Tan Lido,"86 Avenue d Ivry, 75013 Paris France"
"Tropicalia Restaurant, Traiteur Bresilien","114 B rue des Moines, 75017 Paris France"
Amorino Batignolles,"59 rue des Batignolles, 75017 Paris France"
Fuxia,"91 avenue Raymond Poincare, 75116 Paris France"
YELLO'S,"30 avenue Corentin Cariou Centre commercial VILL'UP, 75019 Paris France"
Bistrot Vignon,"3 rue Vignon, 75008 Paris France"
KAZ BAR,"86 avenue Parmentier, 75011 Paris France"
Pap’s Cafe,"2 avenue du Maine, 75015 Paris France"
Le Dumas Cafe,"201 boulevard Voltaire, 75011 Paris France"
Miss Kale,"104 rue Reaumur, 75002 Paris France"
Cafe Lignac,"139 Rue Saint-dominique, 75007 Paris, 75007 Paris France"
Chez Mezig,"44 quai de la Loire, 75019 Paris France"
L'age d'Or,"Rue du Docteur Magnan, 75013 Paris France"
Thaiger,"16 rue de la Harpe, 75005 Paris France"
Le Pain Quotidien,"24 rue de Charonne, 75011 Paris France"
Sweet Raviolis,"178 rue Montmartre, 75002 Paris France"
Royal Kashmir,"46 avenue des Gobelins 75013, 75013 Paris France"
French Karib,"20 avenue de la Republique metro : Republique, 75011 Paris France"
Baraquai,"17 quai de la Seine, 75019 Paris France"
Le Coucou Cafe,"14 rue Bochart de Saron, 75009 Paris France"
Fuji Tomy,"154 boulevard Pereire, 75017 Paris France"
Eathai,"12 rue du Cygne, 75001 Paris France"
Food Society Paris,"68 avenue du Maine, 75014 Paris France"
Les Byzantins,"11 Place Adolphe Cherioux, 75015 Paris France"
Patrick's Irish Pub,"33 rue de Montreuil, 75011 Paris France"
Picchetto,"50 avenue de la Motte Picquet, 75015 Paris France"
Japikeo,"43 rue des Dames, 75017 Paris France"
OBENTO,"13 rue du Faubourg Poissonniere, 75009 Paris France"
Pizza e Fichi,"7 rue de la Cerisaie, 75004 Paris France"
Horiz,"8 rue au Maire, 75003 Paris France"
La Cipale,"49 avenue de Gravelle Vélodrome Municipal, 75012 Paris France"
Hayashi Sushi,"8 rue Emile Gilbert, 75012 Paris France"
Fuxia,"13 rue de Medicis 75006, 75006 Paris France"
Gabrielle,"70 avenue de Villiers, 75017 Paris France"
Bibiche,"42 Rue Lepic, 75018 Paris, 75018 Paris France"
Feng Sheng,"4 rue Volta 75003, 75003 Paris France"
Chez Les Osias,"64 rue Cantagrel, 75013 Paris France"
Koh e noor,"15 Avenue Jean Jeaurs paris19, Paris France"
Vietnamfood,"63 avenue de la Bourdonnais, 75007 Paris France"
La Mirabelle,"77 rue Brancion, 75015 Paris France"
il castello,"rue Legendre, Paris France"
Trattoria Italiana,"117 boulevard Murat, 75016 Paris France"
Da Giulia,"32 rue de Caumartin, 75009 Paris France"
Cercle National Des Armees,"8 Place Saint Augustin, 75008 Paris France"
A Cote le Bar a Vins,"14 rue de l Amiral Mouchez, 75014 Paris France"
Le Lescot,"5 rue Lassus, 75019 Paris France"
Fogata Latina,"2 rue Thibaud, 75014 Paris France"
Au Cadet de Gascogne,"4 Place du Tertre, 75018 Paris France"
BAP Repas Coreen,"37 rue des Dames, 75017 Paris France"
Noha Little India,"270 rue du Faubourg Saint Martin, 75010 Paris France"
Ker Beer,"10 rue Vandamme, 75014 Paris France"
Muto Cafe,"8 rue Tiquetonne, 75002 Paris France"
L'Apostrophe,"Canal Saint Marche 23 rue de la Grange aux Belles, 75010 Paris France"
Mae Nam Choaphraya,"6 rue de Poissy, 75005 Paris France"
Le Citizen Bar & Restaurant,"96 quai de Jemmapes, 75010 Paris France"
Maisie Cafe,"32 rue du Mont Thabor, 75001 Paris France"
Il Gran Gusto,"42 rue d_Assas, 75006 Paris France"
Restaurant L'Assemblee,"13 rue de Bourgogne, 75007 Paris France"
Saveur du Sichuan,"52 rue du Faubourg Montmartre, 75009 Paris France"
Umami Burger Paris,"19 rue du Commandant Rene Mouchotte, 75014 Paris France"
Mai-Lam Saigon,"130 rue de Tolbiac, 75013 Paris France"
Mon Viet,"90 avenue du Docteur Arnold Netter, 75012 Paris France"
Le Hasard Ludique,"128 avenue de Saint Ouen, 75018 Paris France"
East Bird,"5 rue de Crussol 120 rue Amelot, 75011 Paris France"
Le bon plan,"88 rue Albert, 75013 Paris France"
Bistro 32,"32 boulevard Jourdan, 75014 Paris France"
L'Aloi,"7 rue des Ciseaux, 75006 Paris France"
Le Cafe Rimal Paris,"121 boulevard Malesherbes 75008, 75008 Paris France"
Sushi Boubou,"52 rue de Maubeuge, 75009 Paris France"
Bar Demory Paris,"62 Rue Quincampoix, 75004 Paris France"
Le Jardin du Roy,"28 rue de la Huchette Hotel du Mont Blanc, 75005 Paris France"
Herb-Tea Taiwan,"36 rue Laffitte, 75009 Paris France"
Raad Four Libanais,"116 rue Amelot, 75011 Paris France"
Irish Corner Nation,"26 Place de la Nation, 75012 Paris France"
Asia Kitchen,"49 quai D Orsay, 75007 Paris France"
Okawari,"199 rue de Vaugirard, 75015 Paris France"
Manko,"15 avenue Montaigne, 75008 Paris France"
East Bunker,"1 avenue de Verdun Rue du Faubourg Saint Martin, 75010 Paris France"
Breton,"11 Rue Joseph Dijon, 75018 Paris France"
Jipangue,"96 rue la Boetie, 75008 Paris France"
Caluche,"12 rue de Mirbel, 75005 Paris France"
Le Renoir,"38 rue de Vaugirard, 75006 Paris France"
La Demeure,"4 avenue de Villiers, 75017 Paris France"
La Plume De Phenix,"100 rue de Montreuil, 75011 Paris France"
Pho Mui,"97 Avenue d Ivry, 75013 Paris France"
Douraku,"4 rue de Compiegne, 75010 Paris France"
Tomboy,"37 rue Notre Dame de Lorette Saint-Georges Ou Pigalle, 75009 Paris France"
La Villa Foch,"141 avenue de Malakoff, 75116 Paris France"
Pho 20,"70 rue de Clichy, 75009 Paris France"
Bim’s Madeleine,"32 rue Godot de Mauroy, 75009 Paris France"
Comptoir du 16,"24 boulevard Exelmans, 75016 Paris France"
Bieres Cultes,"44 rue des Boulangers, 75005 Paris France"
Le Ballu,"30 rue Ballu, 75009 Paris France"
Happiz,"9 rue Monge, 75005 Paris France"
Restaurant 65th Bis,"17 rue Treilhard, 75008 Paris France"
"The: Thailandais, Cambodgien, et Vietnamien","Place Henri Fresnay 19, Paris France"
Le Petit Paris,"21 rue de la Jonquiere, 75017 Paris France"
Le Pinceau,"3 rue Denoyez, 75020 Paris France"
Le Petit Bar,"57 boulevard Saint Marcel, 75013 Paris France"
Cafe H,"5 rue du Faubourg Montmartre, 75009 Paris France"
Triode,"109 rue Amelot, 75011 Paris France"
Basis - Kebab,"79 rue de Belleville, 75019 Paris France"
Maison Sauvage,"5 rue de Buci, 75006 Paris France"
Luangpra,"120 rue Saint Maur, 75011 Paris France"
Bacabon,"90 rue de Charonne, 75011 Paris France"
Wong Heng,"1 avenue de Choisy, 75013 Paris France"
Darai,"4 B rue Violet, 75015 Paris France"
Le Cadoret,"1 rue Pradier In the corner, 75019 Paris France"
Yoko Sushi,"8 rue de Vintimille, 75009 Paris France"
Mina Express,"17 rue Guy de la Brosse, 75005 Paris France"
Chez le Kabyle,"22 rue de la Dhuis, 75020 Paris France"
Mes Souvenirs d'Espagne,"31 rue du Chateau D Eau Marche Saint-Martin, 75010 Paris France"
FOG - Full Of Good,"52 rue de Terre Neuve, 75020 Paris France"
Le Censier,"101 rue Monge, 75005 Paris France"
Le Comptoir,"30 rue Villiers de l Isle Adam, 75020 Paris France"
Daddy Bear,"27 rue Francois 1er, 75008 Paris France"
Au Petit Victor Hugo,"143 avenue Victor Hugo, 75016 Paris France"
Le Cafe des Deux Gares,"1 Rue Des Deux Gares, 75010 Paris France"
Restaurant l'Atlantique,"34 rue du Depart, 75014 Paris France"
Restaurant Rochechouart,"55 Boulevard De Rochechouart, 75009 Paris France"
Aux Bons Amis,"1 rue de l Atlas, 75019 Paris France"
Le Biclowne,"210 avenue Jean Jaures 75019, 75019 Paris France"
La Commanderie,"39 avenue de la Motte Picquet, 75007 Paris France"
Estampe L',"74 rue Botzaris, 75019 Paris France"
Sonata Invalides,"56 boulevard de la Tour Maubourg, 75007 Paris France"
A Mi-Chemin,"31 rue Boulard, 75014 Paris France"
Bar Lindbergh,"16 boulevard Haussmann Paris Marriott Opera Ambassador Hotel, 75009 Paris France"
Im Siam,"44 rue Claude Decaen, 75012 Paris France"
Kapunka Cardinet,"139 rue Cardinet, 75017 Paris France"
BLADI - Bar a Couscous,"115 rue Saint Maur, 75011 Paris France"
Table Neuf,"10 Bis Rue Geoffroy-Marie, 75009 Paris France"
Le 9 Birague,"9 rue de Birague, 75004 Paris France"
Cesar Palace,"23 avenue du Maine, 75015 Paris France"
Noura Traiteur,"33 avenue Pierre 1er de Serbie, 75116 Paris France"
Cafe Nata,"58 rue Richer, 75009 Paris France"
Le 15 17 Chez Khar,"15 rue de Sofia, 75018 Paris France"
Le Daudet,"rue Alphonse Daudet, 75014 Paris France"
Tigermilk Paris Canal,"37 quai de Valmy, 75010 Paris France"
Le Jardin de The,"10 rue Brisemiche, 75004 Paris France"
Chez Xu,"9 rue Volta Metro station : Arts et métiers, 75003 Paris France"
Original Thai Food,"18 rue de Moscou, 75008 Paris France"
Higuma,"163 rue Saint Honore, 75001 Paris France"
Ker Juliette - Paris,"28 rue Godot de Mauroy, 75009 Paris France"
Le Lutin,"2 B rue Fourcroy, 75017 Paris France"
Regis le Caviste,"37 rue Washington, 75008 Paris France"
Maison Gaumer,"31 rue Monge, 75005 Paris France"
Baly Restaurant,"91 rue du chemin Vert, 75011 Paris France"
Trattoria de Roberta a Bercy Village,"30 Cour Saint Emilion, 75012 Paris France"
Le Paname Art Cafe,"14 rue de la Fontaine au Roi, 75011 Paris France"
Barak,"62, rue du Faubourg Poissonniere, 75010 Paris France"
L'Embuscade,"47 Rue Catherine de La Rochefoucauld, 75009 Paris France"
Nakagawa,"9 rue Lassus, 75019 Paris France"
Wajda,"10 rue de la Grande Chaumiere, 75006 Paris France"
Pizza 404,"4 rue Poissonniere, 75002 Paris France"
Suan Thai Le Marais,"1 rue de Bretagne, 75003 Paris France"
Le Vingtieme,"82 rue Belgrand Place de la Porte de Bagnolet, 75020 Paris France"
Lokita,"36 rue Pernety, 75014 Paris France"
Wei Mei,"40 rue Saint Georges, 75009 Paris France"
Bistrot Lumiere,"96 avenue Jean Jaures, 75019 Paris France"
Pelops Keramica,"11 rue des Martyrs, 75009 Paris France"
Lulu a Roma,"48 boulevard du Temple, 75011 Paris France"
Pho 14 Beaubourg,"94 rue Saint Martin, 75004 Paris France"
Pizzeria Atre3,"21 rue Berthollet, 75005 Paris France"
Le Gourbi Palace,"48 rue Albert Thomas, 75010 Paris France"
SUPERBAO,"16 rue Daval, 75011 Paris France"
Bistrot La Grange,"17 rue Lagrange, 75005 Paris France"
Pinto Thai,"174 rue du Chateau, 75014 Paris France"
Cafe Joyeux Choiseul,"87 Passage Choiseul, 75002 Paris France"
Au Coin Pasteur,"59 boulevard Pasteur, 75015 Paris France"
L'Incubateur De Fraicheur,"13 rue Louise Weiss, 75013 Paris France"
Basta Cosi,"24 rue Nicolai, 75012 Paris France"
Afrik Asian soul,"23 rue Eugene Jumin, 75019 Paris France"
Le Saint-Martin's,"8 Rue St Charles, 75015 Paris France"
Yum Teahouse,"57 rue de Gergovie, 75014 Paris France"
Mais Oui Madame,"100 boulevard de Menilmontant, 75020 Paris France"
Chez l'Ami Louis,"32 rue du Vertbois, 75003 Paris France"
Losserand Cafe,"77 rue Raymond Losserand, 75014 Paris France"
Delaville Cafe,"34 boulevard de Bonne Nouvelle, 75010 Paris France"
Restaurant Diren,"117 avenue de Clichy, 75017 Paris France"
Baci,"189 rue de la Pompe, 75116 Paris France"
Chapitre 2,"105 rue de Charenton, 75012 Paris France"
Les Oiseaux,"45 rue de Sevres, 75006 Paris France"
Ravioli de Juin,"78 rue de Charonne, 75011 Paris France"
Cafe l'Atlantique,"26 rue d Amsterdam, 75009 Paris France"
Le Burger Fermier des Enfants Rouges,"Marche des 39 rue de Bretagne, 75003 Paris France"
Jeanne-Aimee,"3 rue Bourdaloue, 75009 Paris France"
Montezuma,"15 rue Notre Dame des Victoires, 75002 Paris France"
Cafe Harcourt,"6 rue de Lota, 75116 Paris France"
Cafe Mollien,"Musee du louvre, 75001 Paris France"
Al Ajami,"58 rue Francois 1er Angle 1, Rue Lincoln, 75008 Paris France"
Feyrouz Deli,"91 bis Rue d'Alesia, 75014 Paris France"
Brasserie le Gamin de Paris,"139 boulevard Saint Michel, 75005 Paris France"
Ostrea & Perdition,"60 rue de l Arbre Sec, 75001 Paris France"
Chez Clara Brasserie,"64 boulevard Ornano Sur la Place Albert Kahn, 75018 Paris France"
Niigata,"10 rue de Constantinople, 75008 Paris France"
L'autre etoile,"62 rue Caulaincourt, 75018 Paris France"
Delice De L'Inde,"66 rue Legendre, 75017 Paris France"
La Maison du Bonheur,"33 rue des Volontaires, 75015 Paris France"
Fraternite Vietnamienne,"65 rue Galande, 75005 Paris France"
Chez Pepe,"30 rue Traversiere, 75012 Paris France"
La Maison,"97 rue des Dames, 75017 Paris France"
Delta Sharing Food,"8 rue Princesse, 75006 Paris France"
Indian Nepali Swad,"4 rue Bargue, 75015 Paris France"
Atelier 103,"103 avenue de la Republique, 75011 Paris France"
Toto Sushi,"151 rue de Charenton, 75012 Paris France"
Leslie Road,"8 rue du Cambodge, 75020 Paris France"
Comptoirs Richard,"48 rue du Cherche Midi, 75006 Paris France"
Lafayette's,"8 Rue d'Anjou, 75008 Paris France"
Cafe d'Italie,"2 Place D Italie Ou 76 Avenue des Gobelins, 75013 Paris France"
Sergent Garcia,"3 Place de Rio de Janeiro, 75008 Paris France"
Caffe Lupo,"2 rue de la Grange Bateliere, 75009 Paris France"
Ceviche Piscobar,"5 rue Tiquetonne, 75002 Paris France"
Mei Xi,"54 boulevard Diderot, 75012 Paris France"
Rice Trotters Saint-Augustin,"16 rue Saint Augustin, 75002 Paris France"
Higuma,"27 boulevard des Italiens, 75002 Paris France"
La Table,"38 rue de Sevres, 75007 Paris France"
Bistropolitain,"13 Passage Choiseul, 75002 Paris France"
Nagasaki,"194 avenue Jean Jaures, 75019 Paris France"
Corner Haussmann,"28 boulevard Haussmann, 75009 Paris France"
Trattoria Da Gigi,"105 rue Saint Maur, 75011 Paris France"
Pokawa Commerce,"97 rue des Entrepreneurs, 75015 Paris France"
Noham Cafe,"3 avenue Mac Mahon, 75017 Paris France"
Girotti Paris,"120 boulevard Raspail, 75006 Paris France"
Brasserie DAB,"161 avenue de Malakoff Porte Maillot, 75116 Paris France"
Da Aldo,"8 rue Saint Ferdinand, 75017 Paris France"
Wad Thai,"8 rue Descartes, 75005 Paris France"
Apero Saint-Martin,"104 quai de Jemmapes, 75010 Paris France"
Au clair de lune,"11 rue Francaise 27 Rue Tiquetonne, 75002 Paris France"
A Croquer,"32 rue de Londres, 75009 Paris France"
Zafran,"35 rue de Saint Petersbourg, 75008 Paris France"
Laskab,"20 rue du Platre, 75004 Paris France"
Le Bonne Nouvelle,"4 rue du Faubourg Poissonniere, 75010 Paris France"
Murphy,"3 rue du Maine, 75014 Paris France"
Soleil Levant,"8 rue Mederic, 75017 Paris France"
L'Adresse,"60 rue de Turbigo, 75003 Paris France"
Le Dada,"12 avenue des Ternes, 75017 Paris France"
Hope,"19 rue de Picardie, 75003 Paris France"
Taboule,"5 rue Gay Lussac, 75005 Paris France"
Restaurant Tilal,"74 rue Rambuteau, 75001 Paris France"
"Corossol, resto creole","39 rue de Bretagne, 75003 Paris France"
Toyama,"109 boulevard de Charonne, 75011 Paris France"
Cafe Beauvau,"9 rue de Miromesnil, 75008 Paris France"
Auberge des Artistes,"132 boulevard de Menilmontant, 75020 Paris France"
Al Mina,"19 rue le Marois, 75016 Paris France"
Le Relais des Deux Gares,"92 boulevard de Magenta 75010, 75010 Paris France"
Pokawa,"62 rue Montorgueil, 75002 Paris France"
Bar du Marche,"75 rue de Seine Angle rue de Buci, 75006 Paris France"
Aroi Dee,"39 rue Jean de la Fontaine, 75016 Paris France"
El Cartel del Taco,"227 Rue la Fayette, 75010 Paris France"
Miam-Miam Cool,"41 rue de Provence, 75009 Paris France"
Chez Alain Couscous,"9 rue du Vertbois, 75003 Paris France"
BERLINER wunderbar,"49 rue de Lappe, 75011 Paris France"
Brasserie Le Saint Ferdinand - Restaurant Paris 17,"34 Place Saint Ferdinand, 75017 Paris France"
Les Tontons Bringueurs,"1 rue Boyer, 75020 Paris France"
L'Evasion,"7 Place Saint Augustin, 75008 Paris France"
Resturant Creperie Chouchou,"5 boulevard de Strasbourg Strasbourg-St Denis/Bonne Nouvelle, 10eme, 75010 Paris France"
Le Petit Morbihan,"20 rue d Odessa, 75014 Paris France"
Jardin de Sans Souci,"124 avenue de Villiers, 75017 Paris France"
Yemeni,"47 rue Notre Dame de Lorette, 75009 Paris France"
Monarc,"85 rue de Longchamp, 75116 Paris France"
D Noodles 70,"75 rue Quincampoix, 75003 Paris France"
Bourrache,"17 rue Rodier, 75009 Paris France"
Casa Germain,"83 rue de l Universite, 75007 Paris France"
Le Petit Versailles,"92 avenue de Versailles, 75016 Paris France"
K-Banh,"46 rue Legendre, 75017 Paris France"
Mamma Roma Oberkampf,"90 rue Oberkampf, 75011 Paris France"
Maison Dubernet,"64 boulevard Haussmann 7th Floor, 75009 Paris France"
La Cerise sur la Pizza - Rue de Bretagne,"14 rue Froissart, 75003 Paris France"
Zachuka,"48 rue de la Jonquiere métro Guy Môquet, 75017 Paris France"
Sin An Kiang,"8 avenue de la Republique, 75011 Paris France"
Minim's,"7 rue Royale, 75008 Paris France"
Itadaki,"64 rue Monsieur le Prince, 75006 Paris France"
Tripletta Belleville,"88 boulevard de Belleville, 75020 Paris France"
EH Oui,"62 rue de Babylone, 75007 Paris France"
Boulangerie BASSO,"49 rue de la Jonquiere, 75017 Paris France"
La Place,"5 Place du Marechal Juin, 75017 Paris France"
Loulou 4eme Arr,"63 rue Rambuteau, 75004 Paris France"
La Terrasse De Madame,"218 rue de Medicis Jardin du Luxembourg, 75006 Paris France"
Il Ristorante Niko Romito Paris,"30 Avenue Geroge V Hôtel Bulgari, 75008 Paris France"
Festival Des Pates,"10 rue Toullier, 75005 Paris France"
Wagyu Paris,"23 Av. Corentin Cariou, 75019 Paris France"
Persepolis,"17 Rue Falguiere, 75015 Paris France"
Le Barbiche la Replique,"12 rue Pierre Fontaine, 75009 Paris France"
Le Dude,"214 rue Saint Maur, 75010 Paris France"
Cru Restaurant,"48 boulevard Haussmann Galeries Lafayette, 75009 Paris France"
Bar & Beer Menilmontant,"48 boulevard de Menilmontant, 75020 Paris France"
Faste,"52 rue du Faubourg Saint Martin, 75010 Paris France"
Tonton Becton,"19 Bd Lefebvre Porte de Versailles, 75015 Paris France"
Mogo,"89 rue de la Victoire, 75009 Paris France"
La Turquoise Restaurant,"99 rue Falguiere, 75015 Paris France"
Showcolat,"21 rue de Rochechouart, 75009 Paris France"
Ici-meme,"68 rue de Charenton, 75012 Paris France"
Shalimar,"59 Passage Brady, 75010 Paris France"
Bomby's Cafe,"9 Place D Italie, 75013 Paris France"
Les Amoureuses,"3 rue des Tournelles, 75004 Paris France"
Le Cherfa,"198 rue des Pyrenees 75020, 75020 Paris France"
India Gate,"30 boulevard de l Hopital, 75005 Paris France"
Hollywood Savoy,"44 rue Notre Dame des Victoires, 75002 Paris France"
Fun Tuan,"32 rue Poissonniere, 75002 Paris France"
Molly's Bar,"91 rue de Charenton, 75012 Paris France"
La Locanda,"8 rue du Dragon, 75006 Paris France"
Le Telex 17,"40 rue Poncelet, 75017 Paris France"
Le Central,"139 boulevard de Sebastopol, 75002 Paris France"
Avec Ceux Ci,"54 rue Damremont, 75018 Paris France"
Restaurant Ashiana,"229 rue du Faubourg Saint Honore restaurant Indien, 75008 Paris France"
Paris Madere,"28 rue de Caumartin, 75009 Paris France"
Turquoise Istanbul,"110 boulevard de Magenta, 75010 Paris France"
Cafe Valentin,"1 rue de Chaillot, 75116 Paris France"
Les Chimeres,"133 rue Saint Antoine, 75004 Paris France"
OKIRAMA,"103 rue Cambronne, 75015 Paris France"
Des Vins a Vous (From Wine to You),"223 rue Saint Martin, 75003 Paris France"
L'Avenue,"85 rue Vauvenargues, 75018 Paris France"
La Cave a Millesimes,"180 rue Lecourbe, 75015 Paris France"
Thai Siam,"25 avenue de Wagram, 75017 Paris France"
Chez Alberto,"55 rue de Lancry, 75010 Paris France"
Brasserie Bar Restaurant Le Saint Laurent,"10 rue des Saussaies, 75008 Paris France"
La Ville d'Argentan,"4 rue d Amsterdam, 75009 Paris France"
Le Cadran du Nord,"13 rue de Dunkerque, 75010 Paris France"
La Mascotte,"174 rue de Crimee, 75019 Paris France"
Eden Flower,"6 rue de l Olive, 75018 Paris France"
Da Rosa Vendome,"19 B rue du Mont Thabor, 75001 Paris France"
JEAN-PAUL HEVIN,"23 B avenue de la Motte Picquet, 75007 Paris France"
Yoji Osaka Sushi,"70 rue Mazarine, 75006 Paris France"
Hala Chez Jad,"6 rue du Moulinet, 75013 Paris France"
La Cave Du Paul Bert,"16 rue Paul Bert, 75011 Paris France"
Foodelice,"80 boulevard Raspail, 75006 Paris France"
Sawan Bistro- Restaurant Thailandais,"72 boulevard Diderot, 75012 Paris France"
Mantra,"86 rue Philippe de Girard, 75018 Paris France"
The Beans on Fire,"7 rue du General Blaise, 75011 Paris France"
15eme Boulevard,"38 boulevard Lefebvre, 75015 Paris France"
Quadro,"53 Rue Guy Moquet, 75017 Paris France"
Ete Edo,"14 rue de Nice, 75011 Paris France"
Le Patio Opera,"5 rue Meyerbeer, 75009 Paris France"
Resto des Dames,"25 rue des Dames, 75017 Paris France"
Toyotomy,"54 rue de la Sante, 75014 Paris France"
